"0","","","","","P","使い方","",""
"1","","","","","P","メニューページで、開きたいスレッドを選択すると、WBS形式の表（スレッドに書き込まれたコメントの一覧）が開きます。		コメントしたいコメントをクリックすると、記入画面が起動します。	コメントを記入して「New」をクリックすると、投稿時の確認メッセージが表示されますので、ご確認の上「はい」をクリックするとコメントが投稿されます。","",""
