"2","","","2018-06-15T14:25:02.377","","P","【朝日】Ｇ２０が閉幕　麻生氏「内向きな流れ、よろしくない」","",""
"1","","","2018-05-23T17:11:47.229","","P","【毎日】急速な少子高齢化　国民皆保険、岐路に","",""
